Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Você teve ao menos um teste positivo para covid-19?,Você conhece alguém que já foi infectado pela covid-19?,Você faz parte do grupo de risco?,"Dentre as pessoas que você convive regularmente (mesmo em tempos de pandemia), há ao menos uma pertencente ao grupo de risco?",Você foi vacinado contra a covid-19?,Quais das medidas a seguir você considera eficazes na prevenção à covid-19?,E quais das medidas você efetivamente segue para fins de prevenção?,Como a pandemia afetou sua renda?,Como a pandemia afetou seus estudos/pesquisa?,"Caso você seja estudante de pós graduação, como a pandemia afetou seu aprendizado?",Você aprova o formato remoto de ensino?,Você sente mais dificuldades no formato remoto quando comparado ao presencial?,"Caso você seja estudante de pós graduação, você acha que a pandemia vai afetar o tempo de conclusão do seu curso?",Como você avalia as medidas tomadas pelas autoridades para evitar o colapso do sistema de saúde?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
14/03/2021 19:46:14,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,2010,UFPR,Não participei,,,,2,Não,1,0,Sim,Excel ou similares,Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,174,72,21/03/1985,funcionário público,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,B (carro),Carro/moto próprio,60,0,"Cachorro, Outro",Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação",Afetou pouco,Estudei menos que o normal,,Sim,Sim,Não se dizer,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
14/03/2021 19:46:16,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2017,Ufpr,"Iniciação científica, Monitoria",,2022,,2,Não,1,0,Sim,Excel ou similares,Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Coordenadora da pós graduação ,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,175,70,02/07/1986,Trabalho com carteira assinada/Vínculo Formal,Com os pais,3,Curitiba,B (carro),Transporte público,50,20,"Cachorro, Gato",Não toco nenhum instrumento,Instagram,Não,0,Nenhuma,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Extinguiu minha renda,Estudei menos que o normal,Afetou muito,Não sei dizer,Não sei dizer,Sim,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
14/03/2021 19:53:32,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2016,UTFPR,Iniciação científica,2016,2017,UTFPR,2,LACTEC,1,1,Sim,"Minitab, Excel ou similares",Não sei ainda,7,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,183,100,13/02/1993,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,B (carro),Carro/moto próprio,120,0,"Cachorro, Pássaro",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou pouco,Sim,Não sei dizer,Não,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
14/03/2021 19:53:52,UFPR,TC - Tecnologia,Mestrado Profissional,Ciências Exatas,2017,Ufpr,"Iniciação científica, PET, Monitoria",,2022,,0,Não,2,0,Sim,"R, Excel ou similares, Matlab",Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,177,73,24/07/2019,Trabalho por contrato,Com os pais,1,Curitiba,A e B (moto e carro),Transporte público,90,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin, Outras",Sim,3,Corrida,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Isolamento social",Afetou pouco,Não afetou,Não afetou,Sim,Sim,Não se dizer,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
14/03/2021 19:56:25,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2011,Unmsm,Iniciação científica,2018,2021,FUNIBER,0,CAPES,1,0,Sim,"Minitab, SPSS, Excel ou similares",Certamente sim,10,Empreendimento,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,168,75,26/08/1987,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",2,Outro País,Não,Bicicleta,15,8,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,Dança,Sim,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Afetou moderadamente,Não afetou,Não afetou,Não sei dizer,Não sei dizer,Não,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
14/03/2021 20:01:42,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2017,UFRRJ,Iniciação científica,2018,2020,UFPR,5,CAPES,1,1,Sim,"R, Statistica, Excel ou similares, Matlab",Certamente sim,6,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,156,64,30/03/1995,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,A e B (moto e carro),Carro/moto próprio,5,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Não afetou,Sim,Não,Não,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
14/03/2021 20:05:17,UFPR,TC - Tecnologia,Mestrado Profissional,Ciências Biológicas,2019,PUCPR,Iniciação científica,,,,0,Não,1,0,Não,"Excel ou similares, Matlab",Não sei ainda,6,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,150,55,04/11/1997,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Região metropolitana,B (carro),Carro/moto próprio,25,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Sim,Não,Sim,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
14/03/2021 20:12:49,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2001,UFPR,Não participei,,,,0,Não,1,1,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,158,60,10/08/1974,Servidor publico,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Região metropolitana,B (carro),Carro/moto próprio,60,1,Cachorro,Não toco nenhum instrumento,"Facebook, Outras",Não,0,Nenhuma,Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação, Tratamento precoce (de qualquer espécie)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação",Afetou pouco,Estudei menos que o normal,Afetou muito,Sim,Não,Sim,,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
14/03/2021 20:20:42,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2021,UFPR,Iniciação científica,2021,,UFPR,6,CAPES,2,0,Não,Nunca usei,Não sei ainda,6,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,169,60,29/12/1995,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,B (carro),Transporte público,20,0,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram",Sim,5,Caminhada,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Afetou muito,Sim,Sim,Não,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
14/03/2021 20:27:09,UFPR,CT - Ciências da Terra,Doutorado,Ciências Humanas,2000,UCV,LICENCIADO EM GEOGRAFIA,2000,2007,UCV,3,CAPES,3,1,Sim,"R, SPSS, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,161,86,10/05/1976,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",2,Outro País,B (carro),A pé,25,8,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,2,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou moderadamente,Sim,Não,Sim,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
14/03/2021 20:35:30,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2018,UFPel,"PET, Monitoria, Projeto de extensão",2018,2020,UFPR,1,CAPES,1,12,Sim,"R, Excel ou similares, Matlab",Certamente sim,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,178,85,18/10/1991,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",1,Outro Estado,B (carro),A pé,10,4,Não possuo,Não toco nenhum instrumento,Facebook,Sim,4,"Caminhada, Corrida",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Não se dizer,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
14/03/2021 20:53:09,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2017,PUCPR,Iniciação científica,,,,1,CAPES,0,16,Sim,"SPSS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,163,52,30/12/1995,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,0,Curitiba,B (carro),Carro/moto próprio,20,5,Pássaro,"Teclado, Piano","Facebook, Twitter, Instagram, Linkedin",Sim,3,"Caminhada, Musculação",Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Tratamento precoce (de qualquer espécie), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Sim,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
14/03/2021 20:57:47,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,1999,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Centro acadêmico",,,,0,CAPES,1,6,Não,Nunca usei,Certamente sim,8,Conseguir um emprego.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,187,95,14/03/1974,Bolsista em tempo integral,Com outros familiares,7,Interior do Paraná,B (carro),A pé,50,20,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Não,0,Nenhuma,Sim,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Isolamento social",Extinguiu minha renda,Estudei mais que o normal,Afetou moderadamente,Sim,Não sei dizer,Sim,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",19
14/03/2021 21:14:32,UFPR,,Mestrado Acadêmico,Ciências Biológicas,2005,Universidade Paranaense,Projeto de extensão,,,,0,Não,1,0,Não,Nunca usei,Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,162,78,16/02/1983,Trabalho por contrato,Com os pais,1,Interior do Paraná,B (carro),Carro/moto próprio,60,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Não,0,Nenhuma,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Não afetou,Não afetou,Sim,Não,Não,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
14/03/2021 21:22:03,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2019,UNINOVE,Iniciação científica,,,,0,CAPES,0,0,Sim,"R, SPSS",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,158,68,17/10/1995,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,B (carro),Carro/moto próprio,25,3,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",Não,3,Caminhada,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei mais que o normal,Afetou moderadamente,Não sei dizer,Sim,Sim,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
14/03/2021 21:34:26,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2018,UEM,"Iniciação científica, Monitoria, Projeto de extensão",2018,2019,UEM,4,Não,1,1,Sim,"SAS, Excel ou similares",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,186,95,07/07/1995,Trabalho ocasional,Com amigos,2,Outro Estado,B (carro),A pé,30,20,Não possuo,"Violão, Outro","Facebook, Twitter, Instagram",Não,3,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Prefiro não responder,Estudei menos que o normal,Afetou moderadamente,Sim,Não,Não se dizer,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
14/03/2021 21:41:47,UEPG,,Mestrado Acadêmico,Ciências Exatas,2019,IFSC,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,CAPES,1,8,Não,Nunca usei,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,174,54,21/02/1998,Bolsista em tempo integral,Com amigos,12,Outro Estado,A e B (moto e carro),Bicicleta,30,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Outras",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Afetou muito,Não sei dizer,Sim,Sim,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
14/03/2021 21:42:18,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2019,UFV,Projeto de extensão,,,,1,CAPES,2,68,Sim,Excel ou similares,Certamente sim,8,Conseguir um emprego.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,173,54,18/06/1993,Bolsista em tempo integral,Com os pais,3,Outro Estado,B (carro),Bicicleta,13,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin, Outras",Sim,6,"Corrida, Ciclismo, Musculação, yoga",Não,Sim,Não,Sim,Não,"Uso de máscaras, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Distanciamento entre indivíduos (1 metro ou mais)",Prefiro não responder,Estudei menos que o normal,Afetou moderadamente,Não,Sim,Não se dizer,,29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
14/03/2021 21:43:45,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2013,UFLA ,"Iniciação científica, Monitoria",2014,2016,UFLA ,11,CAPES,1,1,Sim,"SAS, Excel ou similares, Sisvar",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Por ex-alunos da Disciplina,Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,163,70,04/09/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,B (carro),Carro/moto próprio,10,0,Não possuo,Violão,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Afetou moderadamente,Não afetou,Não afetou,Não sei dizer,Sim,Não se dizer,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
14/03/2021 21:43:47,UFPR,SL - Litoral,Especialização,Ciências Exatas,2004,UFPR,Iniciação científica,,,,0,Não,1,0,Não,Excel ou similares,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,120,02/06/1965,concursado,Com outros familiares,1,Curitiba,B (carro),Transporte público,40,10,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,4,Caminhada,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,,Sim,Não sei dizer,,,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
