Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utiliza para a Universidade?,"Em média, quanto tempo você demora para chegar à Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
18/03/2024 13:29:59,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Humanas,2019,Universo ,"Iniciação científica, Monitoria, Projeto de extensão",,,,1,Não,0,0,Não,Nunca usei,Definitivamente não,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,177,101,18/03/2024,Servidor público ,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Carro/moto próprio,40,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,"Caminhada, Corrida, Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 13:34:45,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2023,UFPR,Iniciação científica,,,,0,Não,0,0,Sim,"Excel ou similares, Matlab",Não sei ainda,9,Conseguir um emprego.,A matrícula estava disponível no SIGA,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,185,81,28/12/1999,Desempregado,Sozinho,1,Outro Estado,Transporte público,50,5,Não possuo,Não toco nenhum instrumento,"Twitter, Outras",Sim,3,Musculação,35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 13:36:04,UFPR,TC - Tecnologia,Mestrado Profissional,Ciências Exatas,2023,UFPR,Monitoria,,,,0,Não,1,0,Não,Excel ou similares,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,183,74,27/02/1996,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Transporte público,30,2,Gato,Não toco nenhum instrumento,Twitter,Sim,5,"Corrida, Musculação",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
18/03/2024 13:36:32,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2016,UNICENTRO,"Iniciação científica, Monitoria, Projeto de extensão",2018,2020,UEL,0,Não,0,0,Sim,Iramuteq,Não sei ainda,4,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,173,102,23/07/1991,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Interior do Paraná,Táxi/Aplicativo,30,16,Cachorro,Violão,"Facebook, Twitter, Instagram, Linkedin, Outras",Sim,4,"Caminhada, Musculação, Pilates",37,"A da esquerda se chama Kiki, a da direita se chama Bouba.",41
18/03/2024 13:38:20,UFPR,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Biológicas,2023,UEPG,"Iniciação científica, Empresa Júnior",,2025,,0,CNPQ,1,1,Sim,"R, Excel ou similares",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,157,60,12/06/2000,Bolsista em tempo integral,Sozinho,2,Interior do Paraná,Bicicleta,15,0,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Outras",Sim,4,Musculação,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
18/03/2024 13:39:35,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2023,UP,"Monitoria, Projeto de extensão",,,,0,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,98,19/11/1996,Trabalho com carteira assinada/Vínculo Formal,Com os pais,3,Curitiba,Carro/moto próprio,10,0,Cachorro,Flauta,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Sim,3,"Caminhada, Corrida",36,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
18/03/2024 13:39:53,UEM ,,Mestrado Acadêmico,Ciências Exatas,2022,UEM,Não participei,2023,2025,UEM,0,CAPES,4,1,Não,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,185,95,01/12/1997,Bolsista em tempo integral,Com amigos,2,Interior do Paraná,A pé,15,20,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,6,Musculação,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 13:41:47,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2003,UFPR,Não participei,2003,2005,UFPR,0,CAPES,1,1,Sim,"R, Excel ou similares, Python",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,174,90,23/09/1972,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,Carro/moto próprio,25,0,Cachorro,"Violão, Contrabaixo, Flauta","Facebook, Instagram, Linkedin, Outras",Não,0,Nenhuma,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
18/03/2024 13:42:12,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2023,UFPR,"Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CAPES,2,0,Sim,"Minitab, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,155,57,14/01/1999,Bolsista em tempo integral,Com os pais,0,Outro Estado,Transporte público,40,0,"Cachorro, Outro","Teclado, Flauta","Instagram, Linkedin",Sim,3,"Musculação, Pilates",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
18/03/2024 13:44:21,UEPG,SD - Saúde,Mestrado Profissional,Ciências Biológicas,2014,UniFio,Não participei,,,,0,Não,3,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,170,90,15/08/1991,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,4,Interior do Paraná,Carro/moto próprio,30,0,Cachorro,Violão,"Facebook, Twitter, Instagram, Linkedin",Sim,5,"Corrida, Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
18/03/2024 13:44:55,UEM,,Mestrado Acadêmico,Ciências Exatas,2017,UNIOESTE,"Iniciação científica, Projeto de extensão, PIBID",,,,0,CAPES,2,7,Sim,"R, Excel ou similares, Matlab, SCILAB, WEKA",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Divulgação pela secretaria da pós-graduação em Bioestatística,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,76,20/04/1994,Trabalho por contrato,Com outros familiares,1,Interior do Paraná,Carro/moto próprio,40,0,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,6,"Caminhada, Musculação, Dança",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
18/03/2024 13:44:57,UFPR,SA - Sociais Aplicadas,Mestrado Profissional,Ciências Exatas,2020,IFPR,Não participei,,,,0,Não,0,0,Sim,SPSS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,163,83,11/04/1994,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,Carro/moto próprio,60,0,Não possuo,Flauta,"Instagram, Linkedin",Não,1,"Caminhada, Pilates",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
18/03/2024 13:45:24,UEM,,Doutorado,Ciências Biológicas,2020,UNEMAT,"Iniciação científica, Empresa Júnior",2021,2022,UEM,0,CAPES,2,0,Sim,"Sisvar, Sigmaplot",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,180,90,14/10/1997,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,A pé,25,0,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",Não,2,"Caminhada, Corrida, Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
18/03/2024 13:50:42,UTFPR,,Doutorado,Ciências Humanas,2014,UNIMATER,"Projeto de extensão, Empresa Júnior",2019,2019,UTFPR,2,Não,1,1,Sim,"SPSS, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,64,18/10/1992,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Interior do Paraná,Carro/moto próprio,12,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,6,"Corrida, Ciclismo, Musculação, Natação",0,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
18/03/2024 13:52:12,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2021,UFRRJ,"Monitoria, Projeto de extensão, Empresa Júnior",2021,2023,UFPR,1,Fundação Araucária,3,0,Sim,"Excel ou similares, Matlab",Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,160,70,18/12/1994,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,"Moro fora de Curitiba, estou realizando o Doutorado remotamente",0,30,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,4,Musculação,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 13:54:24,UFPR,JD - Jurídicas,Mestrado Acadêmico,Ciências Humanas,2020,UFPR,"Monitoria, Grupos de estudos ",,,,1,Não,0,0,Não,Nunca usei,Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,55,07/12/1996,Trabalho por contrato,Com os pais,0,Interior do Paraná,Carro/moto próprio,15,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,Musculação,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 13:56:32,UNILA,,Mestrado Acadêmico,Ciências Exatas,2024,UTFPR,Não participei,,,,0,Não,1,0,Sim,Excel ou similares,Certamente sim,8,Conseguir um emprego.,Pela secretaria da UNILA,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,190,98,31/07/1999,Trabalho ocasional,Com os pais,0,Interior do Paraná,Carro/moto próprio,90,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,5,Musculação,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
18/03/2024 13:58:22,UFPR,ED - Educação,Doutorado,Ciências Humanas,2009,UFPR,"Iniciação científica, Projeto de extensão",2010,2012,UFPR,5,Não,0,1,Sim,"SPSS, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,162,42,25/04/1986,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,Táxi/Aplicativo,10,30,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,5,"Musculação, Natação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 13:59:39,Não sou aluno de pós graduação,,Funcionário (FUNPAR/NC),Ciências Humanas,2009,UFPR,Iniciação científica,2010,2012,UFPR,4,Não,0,0,Não,Nunca usei,Certamente sim,7,não se aplica,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,183,88,17/11/1984,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Outro Estado,Carro/moto próprio,45,4,Não possuo,Não toco nenhum instrumento,Instagram,Sim,5,"Caminhada, Musculação",28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
18/03/2024 13:59:49,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Exatas,2017,PUCPR,Iniciação científica,2018,2020,UFPR,2,CAPES,2,1,Sim,"R, Excel ou similares, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,173,50,24/07/1995,Bolsista em tempo integral,Com os pais,1,Região metropolitana,Transporte público,120,0,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Não,0,Nenhuma,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 14:00:02,UEM ,,Mestrado Acadêmico,Ciências Humanas,2023,FAP,"Iniciação científica, Monitoria, Projeto de extensão",,,,1,Não,0,0,Sim,"SPSS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,181,95,22/02/1972,PSICÓLOGO AUTÔNOMO ,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,4,Outro Estado,Carro/moto próprio,35,0,Gato,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,"Ciclismo, Vôlei, Beach tennis",34,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
18/03/2024 14:01:27,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2011,FEPAR,Não participei,,,,1,Não,1,1,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,153,54,23/02/1983,Servidora Publica,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Região metropolitana,Carro/moto próprio,60,0,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",Não,0,Nenhuma,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
18/03/2024 14:09:37,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2017,UPF,Iniciação científica,2017,2020,UFSC,1,CAPES,1,1,Sim,R,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,173,62,16/07/1994,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,300,0,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,5,"Ciclismo, Musculação",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
18/03/2024 14:12:58,UFPR,ET - Exatas,Pós-Doutorado,Ciências Exatas,2007,Universidad del Cauca,Não participei,2013,2016,UFRGS,5,CNPQ,1,1,Sim,"Minitab, Excel ou similares",Certamente sim,10,Conseguir um emprego.,e-mail do PPGERHA,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,172,78,14/07/1980,Bolsista em tempo integral,Sozinho,3,Outro País,Intercampi,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Ciclismo",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
18/03/2024 14:16:46,UEM ,,Doutorado,Ciências Biológicas,2020,UNESPAR,Iniciação científica,2021,2023,UEM,4,CNPQ,0,1,Sim,R,Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,E-mail ,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,174,60,06/08/1999,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,40,0,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Sim,4,"Caminhada, Musculação, Pilates",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 14:17:09,UEPG,,Doutorado,Ciências Biológicas,2022,UEPG,"Iniciação científica, Monitoria, Projeto de extensão",2022,2024,UEPG,0,CAPES,1,1,Sim,"SPSS, Epiinfo ",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Compartilhamento no grupo da pós ,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,167,67,05/09/1999,Bolsista em tempo integral,Com amigos,2,Interior do Paraná,Transporte público,60,20,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Não,3,"Pilates, Yoga",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
18/03/2024 14:18:26,Fiocruz,,Mestrado Profissional,Ciências Biológicas,2020,PUC,"Iniciação científica, Projeto de extensão",,2025,FIOCRUZ PARANA ,4,CAPES,1,6,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Sim,Sim,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,170,75,30/04/1998,Bolsista em tempo integral,Com os pais,0,Curitiba,Serviço fretado de van/ônibus,90,5,"Cachorro, Pássaro, Outro",Não toco nenhum instrumento,"Facebook, Google+, Instagram",Não,0,Nenhuma,27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",32
18/03/2024 14:24:58,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2006,Universidade Tuiuti do Paraná - UTP,Projeto de extensão,2017,2019,UFPR,1,CAPES,1,1,Sim,"SPSS, Prisma",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,168,84,24/05/1982,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,20,0,"Cachorro, Pássaro, Coelho",Guitarra,Instagram,Sim,3,"Corrida, Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
18/03/2024 14:27:00,Fiocruz,,Mestrado Acadêmico,Ciências Exatas,2017,UEM,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,Não,1,0,Sim,"Minitab, Excel ou similares, Matlab",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,172,83,16/12/1992,Trabalho por contrato,Sozinho,1,Outro Estado,Carro/moto próprio,30,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,4,"Corrida, Musculação",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 14:31:50,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2023,UNICESUMAR,"Iniciação científica, Monitoria",,,,1,Não,2,0,Sim,Excel ou similares,Certamente sim,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,157,59,22/05/2000,Trabalho por contrato,Com os pais,2,Interior do Paraná,Táxi/Aplicativo,15,10,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Não,2,Caminhada,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
18/03/2024 14:33:52,UFPR,CT - Ciências da Terra,Mestrado Acadêmico,Ciências Exatas,2022,ESPOL ,Não participei,,,,0,CAPES,2,0,Sim,"R, Excel ou similares, Matlab",Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,155,71,09/04/1996,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",7,Outro País,Transporte público,45,5,Não possuo,Piano,"Facebook, Twitter, Instagram, Linkedin",Sim,5,Caminhada,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
